,character,seid,lemmatized,polarity,subjectivity,compound,neg,neu,pos,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,word_count,season,topic,topic_label
39540,george,S07E22,hesitant uh mr wilhelm uh about the project I do maybe somebody do it and do nt take credit for it maybe it be already do and do nt need do in the first place I have no idea who do it what they do or how they do it so well and you know what jimmy crack corn and I do nt care the point be however it get do its do so any luck with the car why not hey I get ta go you want to see I sir smile yes sir wonder where this be lead no sir worried now no sir what re what re you talk about ah see mister I do nt write that report that that s not mine I do nt do it itit just get do I do nt know how it get do but it do desperate steinbrenner have I commit I m in the nuthouse quieter desperation they take my belt jerry I get nothing to hold my pant up listen well you got ta come over here now just tell em what we talk about how I how I I do nt do the project aw hoh oh deena thank god he hug deena thank god you re here listen you got ta help I you got ta tell these people that I m okay you know that I do nt belong in here yea   sink in what no no deena deena wait a   deena help,0.11250000000000002,0.48333333333333334,0.972,0.077,0.757,0.167,1.6128772116578765e-05,6.451508846631506e-05,0.0,4.83863163497363e-05,8.064386058289383e-05,4.83863163497363e-05,0.00020967403751552394,0.0,3.225754423315753e-05,0.00014515894904920887,249,S07,2,"2: Job, Occupation, Ideas"
39786,george,S07E23,this car out there be take up like three parking space you have a car I either oh hi they shake hand yeah why what do you do really laugh slightly a physician married to a salesman chuckle well I get ta tell you beth you coulda do a lot well than he really realize well you do nt think it have anything to do with what I say do you you know that that thing about she be too good for he I mean I be just bein folksy they could tell I be just be folksy totally folksy confuse what what s go on what do you mean so it be my comment that break they up I feel terrible I ca nt be responsible for break up a marriage oh no starting move for the door elaine begin to stop he well I get ta go talk to beth well I get ta undo what I do oh yes I be start to try to get pass jerry and elaine alright get out of my way jerry and elaine push he back george very annoyed alright do nt make I get physical here hi beth scene end then rebegin with beth and george on beth couch um anyway jerry tell I that uh it might have be my comment in the coffee shop that break you up oh snort articulate I I ve never articulate anything I m completely incoherent hehe want to talk to I sweet guy receive the phone from beth start to talk to jerry hello oh jerry that be so sweet of you but actually I already eat cut into jerry talk chocolate chip mint oh well actually jerry I prefer chocolate chip what be it about the chocolate and the mint that make it go so well together oh of course you can use it sure jerry say stuff through the phone ok bye hang the phone up break a long silence the uh the shoe lace that you buy I they uh they work out well thumb up should be a while though oh uh hi hi david elaine listen uh david I I I want to apologize about that comment oh ya this be my fiance susan this be david come back to the table from the bathroom oh uh you ready oh sure sure you wanna be alone sure I understand that you wanna a little time to think uh thingponder thingsyou knowruminantchuckle you go ahead lotta stuff on your mindyou think thing outthink mull mull do a lot of mull short laugh then exit monk jerry jerry je jerry jerry   the most unbelievable thing have just happen its too unbelievable I m sit in the coffee shop I m talk to susan be talk about shoe lace do two gun to the head so in walksin walk david right he walk right to the tablerigh I introduce he to susanand he say get this laugh he say boy you could do a lot well than this guy huh right more laugh by george jerry be totally just mellow and straight face the exact same thing that I say to he just to get back at I just to get back at meand then and then she say she want to be alone for awhilealone jerry I think that she think that she could do well laugh do you appreciate this do you see the irony of this do you see what be go on here what s the matter be that what s hurt your appreciation for the story because its really a pretty good little story do nt you think yea place the doll presumingly where it belong on a shelf ya ya sure sure,0.13863678804855273,0.47189542483660135,0.9979,0.04,0.78,0.18,1.2597631645250693e-05,2.7714789619551523e-05,5.0390526581002774e-06,1.5117157974300832e-05,2.5195263290501386e-05,2.2675736961451248e-05,6.046863189720333e-05,1.7636684303350972e-05,3.27538422776518e-05,2.2675736961451248e-05,630,S07,0,"0: Dating, Relationships, Sex "
40087,george,S07E24,mildly embarrassed yeah thank you late june hehmmm humm what about this one what s the difference you just read it and mail it right back these well do so we pick up some word miss hey kramer its susan its come jerry its come the day we order the wedding invitation today nothing can stop it now nothing its here its happen can I do this I ca nt do this look at I look at I I ca nt do this I ca nt do this manic help I jerry help I I ca nt what about a letter I I write a letter and then ii go to china I disappear in a sea of people for like six month a year you know just while thing simmer down ehm ehm dear susan I m sorry I make a terrible mistake I m really   really sorry what too short my jobarghhh yeah yeahstaten island   what about my clothe how do I get the rest of the clothe I m not go back in there well I m not start up a whole new wardrobe now if shed just take a plane somewhere it happen its something   its hope what do you mean I do nt know I do nt think you re anything those be susan friend well ill ask susan about it later   to jerry what about the letter should I think about the letter smoke yes she hate cigarette nooooooo   listen I be talk to elaine today and she say shed would really like to be an usher at the wedding why not that be an honest mistake yeah you re right you re probably right shrug and light it up cough I ve always smoke oh yeeah well   big smoker   I cough some more give it up for a while but it be too tough y know I get no will power wellcough I ca nt stop now cough I m addict oh my god no well kramer not an usher anymore you ve be demote because you call she by the wrong name who do you see what this be turn in to do I need this I have to get out of this thing yeah they make I sick yeah what do that mean what do that do they be   elaine prenup of course kramer hi yeah get to invite the drake listen hem there s something that s be on my mind and we have nt really talk about iti ts kind of important to I well I I put a lot of thought into this and I think I would like you to sign a prenuptual agreement yeah what s so funny see ya later marry   whatastounde good for you sympathetic hehehe feebly tsss yeah I do nt know hmmm ha here the doctor well   not yet fianc     what s that   be you sure so she s dead   huh   why well she be send out our wedding invitation we be expect about two hundred people well thank you   thank you she s ahem go apparently the glue in the wedding invitation be a toxic embarrassed with a touch of unrestrained jubilation yes yeah yeah hey what can I tell ya well humm let get some coffee yes i d like to speak to marisa tomei please marisa hi its george costanza I m the short funny quirky bald man you meet a little while ago heh yeah I be just call cos I want you to know that I m not engaged anymore   well huh she die toxic glue from the wedding invitation well we be expect about two hundred people yeah   anyway hum I get the funeral tomorrow but huh my weekend be pretty wide open and I be wonder   dial tone interrupt george   hello hello,-0.000986451819785152,0.6101098284431618,0.9971,0.085,0.708,0.207,1.2322281889449415e-05,3.9431302046238135e-05,2.218010740100895e-05,1.4786738267339298e-05,1.4786738267339298e-05,4.43602148020179e-05,4.682467117990778e-05,2.218010740100895e-05,1.2322281889449415e-05,3.203793291256848e-05,637,S07,0,"0: Dating, Relationships, Sex "
40414,george,S08E01,well   its a magnificent stone its just a magnificent stone turn to jerry jerry what no iiiim good really jerry to susan stone   and then right after the allstar break we we just sweep the oriole four game in baltimore adjust necktie nervously so   yeah boy that be awkward what be you say to the ross over there anyway what be that identify it wrath of khan that be a hell of a thing when spock die well anyway the uh   the stone be up I pay my respect guess that s it I have mourn for three long month summer month too anybody could grieve in january its time for george to start be george again yes nothing say george like a movie george be go to the movie exit inhale deeply I tell you jerry I m feel something something I have nt feel in a long time no autonomy complete and total autonomy I wanna go to a tractor pull I be stay out all night I wanna bite into a big hunk of cheese just bite into it like its an apple what who dolore bye dolore I think mulva hate you all the way yeah and you be engage for like a minute I be engage for a year I m feel something else here jerry its open surprised ross well uh   come in come come in frantically clear the couch of newspaper and crumb oh oh yeah sure here uh sit down uh uh cheese there he grab a suit jacket from the desk chair and put it on oh yes yes yes very very hard yes I agree I hope my parent go long before I do oh that s wonderful yes inte hhow inte how integral feign excitement great great ooh oh oh gosh you know its just   my duty with the yankee I ca nt believe this be happen feign happiness the second I see he hey how s your day good so uh   wrath of khan huh what be that line again something about find your way in a shadow that s it that s the line   squirt mustard into jerry coffee and stir it   that destroy my life the ross have start up a foundation jerry and I have to sit on the board of director yeah look at I I be free and clear I be live the dream I be strip to the waist eat a block of cheese the size of a car battery do nt you see I m back in yes khan startle oh wink wyck oh I know they have some monie so if susan and I have   I mean if the envelope have nt uh   then we and now this townhouse and now not you know it really ca nt would I have have access to that and now anticipate the answer not hello my story uh excuse I wyck uh be we uh almost do here remorsefully I ca nt go,0.16499587713873431,0.5163378684807257,0.994,0.088,0.73,0.182,3.571371882985985e-05,6.745924667862415e-05,1.5872763924382153e-05,4.761829177314646e-05,1.984095490547769e-05,8.33320106030063e-05,3.1745527848764306e-05,3.968190981095538e-05,2.380914588657323e-05,3.571371882985985e-05,502,S08,0,"0: Dating, Relationships, Sex "
40729,george,S08E02,you want I to find a poem about susan may she rest in peace I like uh mutter something unintelligible under his breath mutter it again yes he do it right as he say her unfortunate accident jerry a throatclear be a nonverbal implication of doubt   he think I kill susan what time be it right now oh the bookstore girl how s that goin where s elaine what s with all these people have baby yeah right no I do not they exit the coffee shop do you really think I m wrong about this wyck guy jerry lewis that s pretty paranoid I like it where be all the poetry magazine yes the new yorker I uh should have a poem very soon now no no not really ever since susan pass on I have good day and bad turn the briefcase towards the woman on his left some day I m haunt by one word   why why susan why be nt it I lick those invitation why be I still here well I get ta run get up and leave the meeting lemme tell you something that jerry lewis you wonder how some of these people get to the top its idea like this brilliant hahhah notice that the briefcase be damage look at this   what the hell happen the whole side be damage here and the lock be break five minute what the hell happen here I have to rewind it first george press the rewind button on the tape recorder he and jerry stand there wait impatiently as it rewind alright alright stop dead I do nt know george sit down at the table kramer enter why ca nt I stay well if it do nt concern I then I can stay kramer grab the back of george chair drag he out into the hallway and close the door yes yes I hear the squink its baffling be nt it they would never tell I elaine first of all they probably think that I kill susan besides I do nt even think they like I jerry come over to the table and you really believe this guy do nt want to have kid elaine I once tell a woman that I coin the phrase pardon my french I once tell a woman that I really enjoy spend time with my family this be a crude mockup of the conference room   scale yesterday take the day off pick up a red power ranger action figure from the model and pretend its he now from the time I leave the room yeah okay that s what we know well yeah I do nt know if you re ready for it I believe that I be about to become the target of a systematic process of intimidation and manipulation the like of which you have never I m not through here jerry pick up the model of the conference room I m gon na keep on investigate this thing be like an onion the more layer you peel the more it stink pam enter george leave there be some people in this room who would have be very happy to never see this briefcase again there be people in this room who think they can destroy other people property and get away with it well let I tell you something about those people they be nt count on this brain and this tape recorder you ll have your turn the truth must be hear play back the tape that s all there be and yet it speak volume a low rumple a metallic squink a glonk someone cry out dear god let start with uh with you wyck alright then we ve get to the bottom of that   he embibe her glisten spell just before the other shoe fall no its a newman well I get ta run smile pat his briefcase and exit,0.11344877344877344,0.4276185966810968,-0.9711,0.143,0.736,0.121,1.3900182787403654e-05,2.780036557480731e-05,1.3900182787403654e-05,1.8533577049871537e-05,1.1583485656169711e-05,4.170054836221096e-05,3.938385123097702e-05,1.8533577049871537e-05,6.950091393701827e-06,2.5483668443573364e-05,657,S08,0,"0: Dating, Relationships, Sex "
41036,george,S08E03,fine I get ta go zoo I feel like I could set more of my own schedule I m wearin a little hat I m jumpin through fire they re puttin their little alien head in my mouth but in the zoo you know they might put a woman in there with I to uh you know get I to mate wthen I m pretty much where I be now at least I get to take a ride on a spaceship kramer trust I this be the good bathroom in midtown anyway on the leftexquisite marble high ceiling an a flush like a jet engine imitate sound ha ha you sure wow nice consider but get into elevator wo nt work wry he know hnn let I see that still look at that picture you know if I tell my engagement story to that receptionist but tell she this be my fiance do nt you see woman like that be like member of a secret tribe live in a forbidden city people like I have not be inside in thousand of year but with this its like I ve already be with one of her own my hand be stamp I come and go as I please get up can I keep this absently leave with it thank hi I m ah I m here to see a mr art vandelay take out wallet well let I heh let I just eh check an make sure I have the right manha heh heh heh seemsoh I oh have conveniently drop the photo into her view humble well if you must know shhhe be my fiance susan may she rest in peace shake hand I m george hey she want I to dress uh smart casual what uh what be that right bye this be a fantastic place I always think it be a meat packing plant oh model what s that like fun ha ha to self in head stupid stupid stupid you know I use to love paris my uh dead fiance susan opening wallet in fact I think I I may have a picture of she delight jerry it be incredible model as far as the eye could see yes the legend be true I m not I m inside the wall flame on hello amanda hi yes listen you know I m thinkin we might just be well of bein friend yeah yeah you know what I ca nt even really talk about it right now byebye hang up happy with himself but then see the burn up photo no no frantic jerry jerry muhmuhmy hairdryer ruin the picture an I need another one or I ca nt get back into the forbidden city jerry I need you to get another picture of manhand I m beggin you yes yes all rightanythe quiet desperate maybe she can get I another picture of manhand call elaine elaine I get to have another picture of gillian elaine she turn sigh can I come hi george oh yeah yeah I use to come here all the time with my fiance back when it be a meatpacking plant ha here her picture hand she a magazine page huh ha heh but iteh it be here I m tellin you an wwit be really here the there be a bar and a an a dance floor,0.12522521129663988,0.6373280423280422,0.9988,0.095,0.643,0.262,0.0,2.2005935315124996e-05,6.287410090035713e-06,1.2574820180071425e-05,2.2005935315124996e-05,2.2005935315124996e-05,4.401187063024999e-05,1.2574820180071425e-05,1.2574820180071425e-05,2.514964036014285e-05,564,S08,3,"3: Family, Friends, Food"
41355,george,S08E04,party food bar george how could I possibly interfere eat oh yeah these be fantastic fantastic to server you know i d love to get a jump on the next batch where do you come out server leave to anna she s be ignore this section all night quesadilla hi ah my name be george no I m a friend of elaine bene so sweet fancy mose food be good well actually you do miss one nugget of entertainment pause have you ever see elaine dance it be more like a full bodied dry heave set to music what you mean you know about this well sometimes you ca nt help these people til they hit rock bottom hey you got ta take a ride with I later I borrow my father car   gto during that period when my folk be separate he go a little crazy so this anna call I from out of the blue with extreme prejudice no no that s just the thing anna tell I that elaine say I be one of the bad seed shed ever see I m the bad boy I ve never be the bad boy yes    yes yes okay the point be make no one put a gun to your head do I uh scare you yeah she s a sweet ride maybe guess not I do nt do nothin lighten up yo anna iron you do nt wanna know what wha what re you talkin about pick up the phone elaine pick it up pick it up pick it up elaine get off the speaker elaine pick up phone you be ruinin everything yeah yeah yeah yeah that s it more of that difficult I m a difficult seed I m a bad man well I m the good boy again can you believe that anna actually have respect for I now laughssnort its all over do you say dangerous I m a bootlegger I m bootleggin a movie baby I can do hard time for this one and community service take it and throw it out window get outta my way why do the policeman have to yell at I like that elaine enter oh my god ow dad,-0.024444444444444446,0.6015277777777777,0.9787,0.121,0.691,0.188,5.7810151462596836e-05,5.7810151462596836e-05,5.058388252977223e-05,9.394149612671984e-05,9.394149612671984e-05,0.00010839403399236905,0.0001806567233206151,6.503642039542143e-05,5.058388252977223e-05,8.671522719389525e-05,372,S08,0,"0: Dating, Relationships, Sex "
41683,george,S08E05,thank ohhhhhh smile I meet this woman sheila she work down at the one hour photo pace she s get this incredible smile like she s get extra tooth or something hey check this out I go to pick up my picture and she say   I hope you get that mustard stain out of your shirt do nt you see she s look at my picture that s get nothing to do with it yesssss why do nt you find a doctor that do nt know your difficult smile why do you refuse the package everybody love a package what do you think its a bomb oh the ego on you who s go to bomb you an airline for all the stupid little peanut joke hey there be a couple of people that would nt mind have I out of the way hey check these out I just pick they up from sheila she must have love these I know I just sort of lean on it so it would look like it be mine no he be fine with it check that out wax museum oh what be this this must be sheila from the photo place she must have slip it in here photo store sheila all right I will see you boy later to ask she out what game no good oh I do nt know well why do nt you get a hold of it and change what you do nt like I be in and out of my personnel file at work all the time hey I ve keep the same job for more than two year its not luck elaine have you ever send a racy photograph of yourself to anyone oh yeah the nipple but besides that how do you feel about kramer work so it be a good experience nice where s kramer personal matter tell he to open it elaine say your pretty good at this stuff you do nt have your own camera I feel fat well do you want I to take it off do you think it would be well if I do all right so I really like the picture I pick up here yesterday and here a roll that I think you may enjoy shall we say an hour ca nt find they that s marvelous the dance continue and maybe we could go out and do something hi I do nt know what newman want to see I for I think that s one of mine can we go now oh my god listen sheila its not what you think I put my trust into the wrong person he say the key word be tasteful sheila,0.18854966717869942,0.5511392729134664,0.9934,0.04,0.805,0.155,9.789333542172449e-06,4.405200093977602e-05,1.4684000313258673e-05,1.9578667084344897e-05,5.873600125303469e-05,4.405200093977602e-05,0.00010278800219281072,1.4684000313258673e-05,5.873600125303469e-05,5.873600125303469e-05,452,S08,2,"2: Job, Occupation, Ideas"
41994,george,S08E06,I still do nt understand this abby have a mentor be there any money involve so what s in it for the mentor pssh would the protg pick up stuff for the mentor laundry dry cleaning alright listen I get ta get some reading do you mind if I do this here I ca nt concentrate in my apartment yeah steinbrenner want everyone in the front office to give a lecture in their area of business expertise I guess its on my resume you know what I ca nt do this I ca nt read book anymore book on tape have ruin I jerry I need that nice voice this book have my voice I hate my voice you ca nt its a textbook excuse I I m sorry to bother you I notice that you have a textbook on tape may I ask where you get that I tell ya I be hook on these book on tape I take an eye test I flunk it the next thing you know I be swinge to the sweet sound of risk management what s she like impressive bania what do you have marsala thank you dad what be you do here my dad be a cook during the korean war something very bad happen ever since you ca nt get he near a kitchen oh yeah but that have nothing to do with it nothing at all you re a very handsome man by the way this guy sound just like I this be horrible bang the recorder stop it stop it I get a big problem here jerry the tape be worthless no problem ill make time because abby I be once like you wideeye naive I do nt know the first thing about a subject as fundamental as risk management ill tell you what why do nt you read this book and let just see if you can explain it to I okay ovaltine have you ever have this stuff why be it call ovaltine they should call it round tine you know what I m talk about,-0.06710144927536231,0.6449275362318841,-0.9759,0.145,0.772,0.083,5.714285714285714e-05,4.89795918367347e-05,4.89795918367347e-05,8.979591836734695e-05,2.448979591836735e-05,0.00011428571428571428,8.163265306122449e-05,7.346938775510205e-05,3.265306122448979e-05,5.714285714285714e-05,350,S08,2,"2: Job, Occupation, Ideas"
42309,george,S08E07,pull a face I find it disorient who buy an umbrella anyway yyou get em for free in the coffee shop in the metal can what check look at all of those you re rich he s give you furniture who be this guy dryly you re on that list alright I get ta go home and open up with the house for the carpet cleaner you know they re do my whole place for twentyfive dollar so for a twentyfive dollar cleaning I can listen to some pointless blather smile expectantly here it come sign sorry expectant you re sure uh there be nt anything else let down so that s it melancholy I wish that be all need life can be so confusing iim search for answer anywhere annoy not a peep they just clean the carpet and leave call themselves a cult they could ve at least try please how d you hook up with these guy excited yeah the pilot enthusiastic and you know I do a lotta business with japanese tv they broadcast a lot of american baseball they get an office here in new york animate it fail here because here every time you turn on a tv all you see be four moron sit round an apartment whine about their date eager so what dyou think ah you see the man who be the butler uh have get into a car accident with jerry and because he do nt have any insurance the judge decree that the man become jerry butler oh I uh I disagree you ve uh you ve be live in america too long indicate the bag of orange you ve forget what its like to have no orange positive yes from endorse check for the super terrific happy hour laugh indicate the window kramer its its raining they get the tarp on the field well I I get the pilot of the jerry show be they here suspicious they have nt say anything to you have they to himself resentful what kind of a snobby stuckup cult be this excited great news I show the pilot to kramer japanese friend they love it excited do I tell you that story relatable that be a great show that be why I m bring it back to nbc little subdue nakahama broadcast corporation but now I have my own market research actual japanese viewer that love the show I m gon na talk to kramer hey by the way what d you think of miss yoshimura the network executive you think she like I get a good night sleep alright fella thumb up big day tomorrow uh smile where s the boy horrified but that meeting start in ten minute frantic I m call jerry panic and rush jerry the japanese guy have sake in the hottub you got ta get em outta the drawer and get em down here or I do nt have a focus group to sell the pilot to japanese tv scream jerry so uh gentleman do we have a deal to the executive excuse I do you hire the sunshine carpet cleaner mr wilhelm whawhatre you do here incredulity he you brainwash angry shout what s he get that I do nt have urgent mr wilhelm listen you ve be abduct please mr wilhelm you get ta listen to I,0.13574263038548753,0.4812925170068029,0.9808,0.083,0.773,0.144,1.2574820180071425e-05,4.401187063024999e-05,1.5718525225089282e-05,1.8862230270107137e-05,4.401187063024999e-05,4.401187063024999e-05,8.488003621548212e-05,6.287410090035713e-06,4.0868165585232126e-05,7.23052160354107e-05,564,S08,2,"2: Job, Occupation, Ideas"
42614,george,S08E08,dollar eightynine why be this a dollar eightynine why be there no haggle in this country not I everything should be negotiable he pick up a container of fruit absolutely you re tell I there s no room to move on pasta all starch be a scam ahh excuse I how much be this ill give you a quarter thirty alright see we get something there you know I still do nt know how you can call lunch with I a business expense it stink hey you like really feel flatter elaine huh   peterman account hey this hat just bottle in the heat I I do nt even need a coat its unbelievable ah and I get a date with the sale woman she s get a little marisa tomei thing go on I m go out with she tomorrow she say she have some errand to run what s the difference you know they way I work I m like a commercial jingle first its a little irritating then you hear it a few time you re hummin it in the shower by the third date its sing by mennen if there s any doubt I do a leavebehind key glove scarf   I go back to her place to pick it up pop sound date number two oh no I m in already come on so eh you eh wanna get together tomorrow what about this weekend ok ah george throw his key on the table see ya oh those those be nt my key oh ha they be my key how weird laugh yea bye sing costanza like by mennen I leave it at heather be these alive pounding on glass display alright alright ill call heather you ll get your hat back I will get a second date ha ha ha now watch the magic clear throat heather hi its george costanza ah listen ah I do nt mean to bother you but ah silly I I I think I may have leave my hat in your apartment so ah I think I d just come by later and pick it up I I m pretty sure I leave it eh behind the cushion of the chair    accidentally ah a you know what maybe ill just come    umm yummm stammer hi well not really ah   quietly well that make sense good to see you again she s bluff    she s get it stash away in there somewhere oh I do nt know check this out yep this one for our side yeah but get this the message say call I if you have the time heh heh if I have the time you get it she know that I have her clock I know that she have my hat I think she s get ready to make an exchange I ve look at that seem unlikely jerry I ca nt talk to jerry anymore ever since he move into that apartment he s too much    like you so how do you want to do this so you   you really do nt have my hat uh le   let go do something oh that s eh that s a sandwich   ah pick up the bag damn salami that damn delicatessen that   that be last time they screw up one of my order,-0.0044642857142857114,0.5218584656084656,0.897,0.084,0.802,0.113,1.9549322941782117e-05,4.2356866373861255e-05,2.2807543432079135e-05,2.2807543432079135e-05,1.3032881961188077e-05,4.561508686415827e-05,3.909864588356423e-05,2.9323984412673173e-05,1.3032881961188077e-05,1.9549322941782117e-05,554,S08,0,"0: Dating, Relationships, Sex "
42930,george,S08E09,say you I and kramer be uh fly over the ande we get a soccer game in chile anyway the plane crash who be you gon na eat to survive so fast what about I kramer so stringy I m plump juicy well I would eat you I still do nt see why you would nt eat I I m your good friend thank you no with I or in general nucleosis no no pff yeah six week I can do six week standin on my head I m a sexual camel that s not the point at least there be the possibility I do nt know I do nt wanna be one of those guy like we elaine enter so its just mono no something be bunk and then you debunk it I think pause as they all look down they ask you to do career day oh with all due respect I go there too and I work for a team that just win the world series it be fantastic jerry we wind up talk all night you know just by converse you can really learn a lot about a person you get bump from career day hey hey kramer what be you do you ca nt smoke in here what be pericle who be sir arthur conan doyle what be borax what be tungsten or wolfram no no no just lately I ve be think a lot clear like this afternoon to television what be chicken kiev back to jerry I really enjoy watch a documentary with louise you think oh my god I just remember where I leave my retainer in second grade ill see ya he throw finish rubik cube to jerry and he exit kramer enter of course absolute zero I stop have sex guy hit be not about muscle its simple physics calculate the velocity v in relation to the trajectory t in which g gravity of course remain a constant hit a home run its not complicated george costanza assistant to the travel secretary do you wanna talk about hotel or do you wanna win some ball game in six game nine minute hello I can take an hour off your hand give the kid a chance to see a real live yankee excuse I darling do I detect a portuguese accent das kaffe un salat e grand por favor eh do nt mention it yeah my cleaning ladys portuguese I must ve pick it up I tell she I would have to think about it I do nt know perhaps I can well serve the world this way simple joke from a simple man well jerry there be a pretty good chance I be never gon na have sex again anyway oh sport be so pedestrian I ve prepare some science experiment that will illuminate the mind and dazzle the eye you know louise I think you ll find this amusing in early euclidean geometry I use to share that same outlook but now I have so many thing to occupy my mind for instance the atom what a fascinating turn of event waitress approach si por favor hey I get lose on the way over what be these hold test tube to his head like antennae take I to your leader no the portuguese waitress I calculate my odd of ever get together with a portuguese waitress mathematically I have to do it jerry no no I m not go on tell you about the portuguese waitress,0.13554446908105444,0.5063492063492065,0.974,0.057,0.83,0.114,1.1490950876185005e-05,3.447285262855501e-05,5.745475438092502e-06,2.585463947141626e-05,2.872737719046251e-05,3.1600114909508763e-05,7.756391841424877e-05,2.010916403332376e-05,1.1490950876185005e-05,5.4582016661878766e-05,590,S08,3,"3: Family, Friends, Food"
43240,george,S08E10,jerry slam the door georgie move out I m out fantastic apartment right across from mine huh I ca nt wait for you to see it definite oh yeah you know what its well than elaine too I get ta give she a call move tward the phone stop oh right the blind date come on come check out my new place it ll take you two minute gloat hey you get any extra furniture down there I need some more stuff to fill that extra bedroom with the walkin closet smile laugh as they leave its work already both exit look at she yeah uh no menus wave she off oh right shake her hand right hey hey I love the floor in here its like a gymnasium in here try and guard I dribble an imaginary ball let down yeah but you   you promise it to I depressed well the andrea doria that be quite a fire move to the door leave I remember leave hey go move over to a chair in the living room kramer take the carton of food to the table and begin eat the tenant association make I give it to this guy because he be an andrea doria survivor talk about his wouldbe apartment you could fit   people in that bathroom how do you know   people that s it I think it be like a thousand that s no tragedy how many people do you lose on a normal cruse    kramer can I take a look at that book start walk tward the door kramer grab his food and follow what s with the dog oh a vet so if I may jump ahead   you re gon na take dog medicine ahoy mr eldridge I understand you be on the andrea doria I tell ya I hear people really stuff themselves on those cruise ship laugh the buffet that s the real ordeal huh clarence laugh well all vacation have to end eventually hold up kramer book accord to this it take   hour it ease into the water like an old man into a nice warm bath   no offence pause so uh clarence how about abandon this apartment and let I shove off in this beauty yell out its my apartment eldridge the stalkholm may not have sink ya but I will ha ha ha so he s keep the apartment he do nt deserve it though even if he do suffer that be like   year ago what have he be do lately I ve be suffer for the past   year up to and include yesterday interested I should I could go bumper to bumper with any one else on this planet nah I guess I should really get move on this huh I m gon na go open the door let newman in leave on the other line hey yeah listen I ca nt make it later yeah the tenant association have decide to hear my side of the story so uh I get ta kinda get ready ill see ya so uh mom dad I be hope that you could help I to remember my childhood a little clearly plead for they to stop mom dad feed up with his parent actually I think I m pretty clear on it I be handcuff to the bed in my underwear sigh where I remain scene cut to another story she be attractive she be also infact a nazi cut to another story the water that I have be swim in be very cold and when I drop the towel there be significant shrinkage scene cut to yet another story her parent be look at I so there I be with a marble rye hang from the end of a fishing pole scene cut to his closing statement in close these story have not be embellish because   they need no embellishment they be simply horrifyingly the story of my life as a short stocky slow witted bald man get up thank you every memeber of the board show some sign that george story be most deserving of the apartment ricardi be cry george turn to leave then remember one more thing oh also my fiance die from lick toxic envelope that I pick out sob and loud crying erupt from the board member thank again leave eldridge look defeat its not contest the guy have nothing the ship go down he get into a life boat I mean come on they re make their decision today excuse I uh what be you do in there what elaine bighead guy they have you the apartment why because you be stab and get coffee throw in your face and uh point to alan bandaged forehead that s why they give you the apartment wait a minute that be my apartment I earn it with   year of misery,0.10615840949174277,0.47935004810004805,0.7845,0.127,0.735,0.138,1.512930258453876e-05,1.3616372326084883e-05,6.051721033815504e-06,1.6642232842992636e-05,1.6642232842992636e-05,3.7823256461346904e-05,4.236204723670853e-05,1.2103442067631008e-05,1.815516310144651e-05,1.512930258453876e-05,813,S08,3,"3: Family, Friends, Food"
